No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
14035,2014,10,6,18,30.0,69.0,2.0,39.0,400.0,76.0,16.8,1011.5,3.8,0.0,ENE,0.9,Changping
14036,2014,10,6,19,37.0,93.0,2.0,63.0,500.0,41.0,14.3,1011.8,4.8,0.0,ENE,0.6,Changping
14037,2014,10,6,20,46.0,96.0,2.0,84.0,700.0,17.0,13.6,1012.0,5.2,0.0,NNE,0.6,Changping
14038,2014,10,6,21,50.0,93.0,2.0,72.0,700.0,22.0,13.0,1012.0,5.4,0.0,ENE,0.9,Changping
14039,2014,10,6,22,52.0,83.0,2.0,57.0,700.0,28.0,12.6,1012.0,5.0,0.0,WSW,0.5,Changping
14040,2014,10,6,23,44.0,56.0,2.0,33.0,500.0,46.0,12.0,1011.6,5.4,0.0,NNW,1.0,Changping
14041,2014,10,7,0,36.0,50.0,2.0,27.0,500.0,47.0,10.8,1011.5,5.5,0.0,E,0.3,Changping
14042,2014,10,7,1,41.0,52.0,2.0,27.0,500.0,42.0,10.1,1011.3,5.7,0.0,NNW,1.4,Changping
14043,2014,10,7,2,42.0,59.0,2.0,34.0,500.0,31.0,9.6,1011.1,5.8,0.0,NW,0.6,Changping
14044,2014,10,7,3,43.0,81.0,2.0,59.0,700.0,9.0,9.0,1011.1,5.7,0.0,NNW,1.0,Changping
14045,2014,10,7,4,51.0,86.0,2.0,62.0,700.0,2.0,9.3,1011.3,5.3,0.0,NNE,1.0,Changping
14046,2014,10,7,5,52.0,61.0,2.0,45.0,500.0,11.0,9.1,1011.6,5.3,0.0,NNE,0.6,Changping
14047,2014,10,7,6,64.0,70.0,2.0,36.0,600.0,18.0,8.6,1011.8,5.3,0.0,NNW,1.5,Changping
14048,2014,10,7,7,67.0,79.0,2.0,47.0,600.0,9.0,10.8,1012.1,6.2,0.0,NNW,0.8,Changping
14049,2014,10,7,8,76.0,91.0,2.0,38.0,600.0,19.0,14.4,1012.3,5.7,0.0,S,0.5,Changping
14050,2014,10,7,9,78.0,116.0,5.0,55.0,800.0,13.0,16.5,1012.0,6.0,0.0,S,1.8,Changping
14051,2014,10,7,10,84.0,121.0,7.0,67.0,900.0,18.0,17.8,1011.6,6.3,0.0,WSW,0.8,Changping
14052,2014,10,7,11,84.0,120.0,8.0,55.0,800.0,44.0,19.1,1010.9,5.9,0.0,S,1.9,Changping
14053,2014,10,7,12,84.0,109.0,13.0,41.0,1000.0,78.0,20.2,1010.0,6.9,0.0,SSE,1.8,Changping
14054,2014,10,7,13,87.0,112.0,13.0,34.0,1000.0,98.0,20.6,1009.5,6.5,0.0,SE,1.5,Changping
14055,2014,10,7,14,89.0,104.0,13.0,33.0,900.0,116.0,20.9,1009.0,6.8,0.0,E,2.1,Changping
14056,2014,10,7,15,92.0,105.0,12.0,32.0,900.0,127.0,20.4,1008.9,7.0,0.0,SSE,2.3,Changping
14057,2014,10,7,16,100.0,110.0,13.0,36.0,900.0,135.0,19.6,1009.0,7.0,0.0,E,1.7,Changping
14058,2014,10,7,17,127.0,150.0,16.0,51.0,1000.0,133.0,18.1,1009.3,8.4,0.0,N,0.8,Changping
14059,2014,10,7,18,156.0,194.0,13.0,74.0,1200.0,100.0,16.0,1009.8,8.7,0.0,NNE,0.7,Changping
14060,2014,10,7,19,181.0,209.0,9.0,111.0,1400.0,54.0,15.5,1010.1,8.2,0.0,N,1.3,Changping
14061,2014,10,7,20,173.0,183.0,5.0,68.0,1300.0,65.0,14.1,1010.6,8.7,0.0,NW,1.7,Changping
14062,2014,10,7,21,146.0,146.0,4.0,44.0,1000.0,75.0,13.4,1010.8,8.7,0.0,NNW,1.8,Changping
14063,2014,10,7,22,139.0,143.0,3.0,39.0,1000.0,70.0,13.1,1010.7,8.6,0.0,NNW,1.2,Changping
14064,2014,10,7,23,158.0,158.0,3.0,41.0,1100.0,63.0,12.6,1010.5,8.7,0.0,N,1.2,Changping
14065,2014,10,8,0,165.0,165.0,3.0,37.0,1100.0,61.0,12.2,1010.9,8.5,0.0,NNW,1.4,Changping
14066,2014,10,8,1,178.0,178.0,3.0,40.0,1200.0,55.0,12.3,1010.9,8.8,0.0,NNW,1.5,Changping
14067,2014,10,8,2,191.0,191.0,3.0,36.0,1200.0,56.0,12.2,1010.7,8.7,0.0,NNE,0.7,Changping
14068,2014,10,8,3,203.0,203.0,3.0,30.0,1200.0,56.0,12.0,1010.5,8.7,0.0,NNW,1.6,Changping
14069,2014,10,8,4,211.0,211.0,2.0,28.0,1200.0,55.0,12.0,1010.6,8.8,0.0,NNW,1.5,Changping
14070,2014,10,8,5,222.0,222.0,3.0,30.0,1300.0,51.0,11.8,1010.8,8.6,0.0,NNW,2.0,Changping
14071,2014,10,8,6,220.0,220.0,3.0,33.0,1300.0,46.0,11.8,1011.2,8.8,0.0,NNW,1.3,Changping
14072,2014,10,8,7,217.0,217.0,3.0,41.0,1400.0,37.0,12.0,1011.6,8.8,0.0,ENE,0.9,Changping
14073,2014,10,8,8,220.0,220.0,3.0,49.0,1400.0,33.0,14.6,1011.8,9.4,0.0,NW,0.7,Changping
14074,2014,10,8,9,214.0,214.0,4.0,61.0,1600.0,21.0,16.6,1011.7,9.5,0.0,WSW,1.6,Changping
14075,2014,10,8,10,226.0,226.0,10.0,61.0,1600.0,39.0,17.4,1011.2,9.6,0.0,S,0.8,Changping
14076,2014,10,8,11,252.0,252.0,17.0,94.0,1800.0,29.0,18.5,1010.5,10.1,0.0,E,0.9,Changping
14077,2014,10,8,12,249.0,249.0,31.0,65.0,1900.0,78.0,19.1,1009.6,10.1,0.0,SE,1.8,Changping
14078,2014,10,8,13,257.0,257.0,32.0,56.0,1900.0,98.0,19.4,1009.0,10.7,0.0,SSE,2.0,Changping
14079,2014,10,8,14,263.0,263.0,29.0,63.0,1900.0,108.0,19.4,1008.2,10.7,0.0,SE,1.1,Changping
14080,2014,10,8,15,269.0,269.0,24.0,59.0,1800.0,115.0,19.3,1008.1,10.8,0.0,ESE,1.3,Changping
14081,2014,10,8,16,266.0,266.0,19.0,52.0,1700.0,126.0,18.8,1008.3,11.4,0.0,ENE,1.7,Changping
14082,2014,10,8,17,296.0,296.0,19.0,70.0,2100.0,112.0,17.9,1008.6,11.7,0.0,ENE,1.0,Changping
14083,2014,10,8,18,322.0,323.0,14.0,92.0,2300.0,78.0,16.4,1009.3,11.5,0.0,NW,0.5,Changping
14084,2014,10,8,19,322.0,327.0,8.0,97.0,2400.0,50.0,15.5,1009.5,11.3,0.0,N,1.1,Changping
14085,2014,10,8,20,277.0,277.0,6.0,50.0,1800.0,73.0,14.6,1009.9,11.4,0.0,NNW,1.5,Changping
14086,2014,10,8,21,275.0,275.0,5.0,42.0,1700.0,72.0,14.0,1010.2,11.2,0.0,NW,1.0,Changping
14087,2014,10,8,22,288.0,288.0,4.0,66.0,1900.0,44.0,13.7,1010.1,11.2,0.0,NNW,1.1,Changping
14088,2014,10,8,23,308.0,308.0,3.0,63.0,1900.0,40.0,13.4,1009.9,11.3,0.0,NW,0.8,Changping
14089,2014,10,9,0,312.0,312.0,3.0,80.0,2000.0,18.0,13.3,1009.7,11.4,0.0,NW,1.2,Changping
14090,2014,10,9,1,322.0,323.0,4.0,87.0,2000.0,2.0,13.2,1009.8,11.3,0.0,NNW,1.5,Changping
14091,2014,10,9,2,322.0,332.0,2.0,78.0,2000.0,2.0,13.1,1009.6,11.5,0.0,NNW,2.0,Changping
14092,2014,10,9,3,322.0,367.0,2.0,47.0,1800.0,22.0,12.7,1009.7,10.9,0.0,NW,1.6,Changping
14093,2014,10,9,4,322.0,379.0,2.0,41.0,1900.0,14.0,12.4,1009.9,11.1,0.0,NNW,1.4,Changping
14094,2014,10,9,5,322.0,379.0,2.0,42.0,1900.0,15.0,12.4,1010.4,11.3,0.0,NW,1.1,Changping
14095,2014,10,9,6,322.0,362.0,2.0,55.0,2000.0,6.0,12.3,1010.9,11.0,0.0,NW,1.1,Changping
14096,2014,10,9,7,322.0,344.0,2.0,49.0,1900.0,9.0,13.2,1011.5,11.8,0.0,NNW,1.1,Changping
14097,2014,10,9,8,322.0,353.0,2.0,56.0,2600.0,2.0,15.3,1011.8,12.8,0.0,NNW,0.1,Changping
14098,2014,10,9,9,322.0,355.0,2.0,65.0,2200.0,4.0,17.4,1011.9,12.5,0.0,SSE,1.2,Changping
14099,2014,10,9,10,322.0,379.0,4.0,87.0,2400.0,7.0,18.8,1011.6,12.5,0.0,ESE,1.5,Changping
14100,2014,10,9,11,322.0,379.0,5.0,109.0,2500.0,6.0,19.6,1011.2,12.8,0.0,SE,1.5,Changping
14101,2014,10,9,12,322.0,379.0,7.0,96.0,2100.0,34.0,20.5,1010.5,13.0,0.0,SE,1.3,Changping
14102,2014,10,9,13,46.0,72.0,10.0,42.0,800.0,85.0,20.9,1009.9,13.3,0.0,E,1.0,Changping
14103,2014,10,9,14,129.0,129.0,13.0,36.0,1600.0,119.0,20.9,1009.6,13.3,0.0,ESE,0.5,Changping
14104,2014,10,9,15,322.0,365.0,11.0,35.0,1600.0,139.0,20.7,1009.4,13.9,0.0,SSE,0.8,Changping
14105,2014,10,9,16,46.0,72.0,7.0,36.0,800.0,46.0,19.9,1009.5,13.6,0.0,SE,1.0,Changping
14106,2014,10,9,17,322.0,376.0,7.0,60.0,1600.0,119.0,18.3,1009.9,14.0,0.0,NE,0.5,Changping
14107,2014,10,9,18,322.0,374.0,3.0,60.0,1700.0,98.0,17.1,1010.6,13.8,0.0,NW,0.5,Changping
14108,2014,10,9,19,322.0,379.0,2.0,86.0,2000.0,59.0,17.2,1011.0,13.5,0.0,N,0.9,Changping
14109,2014,10,9,20,322.0,379.0,2.0,44.0,1700.0,75.0,15.7,1011.6,13.4,0.0,NNW,0.9,Changping
14110,2014,10,9,21,322.0,379.0,2.0,34.0,1600.0,77.0,14.9,1011.8,12.9,0.0,ESE,0.5,Changping
14111,2014,10,9,22,322.0,379.0,2.0,64.0,1700.0,41.0,14.8,1012.1,13.0,0.0,NNW,1.6,Changping
14112,2014,10,9,23,322.0,379.0,2.0,36.0,1600.0,60.0,14.4,1012.5,12.8,0.0,NW,1.0,Changping
14113,2014,10,10,0,322.0,379.0,2.0,23.0,1500.0,76.0,14.3,1012.9,12.5,0.0,WNW,0.6,Changping
14114,2014,10,10,1,322.0,379.0,2.0,19.0,1500.0,84.0,13.9,1013.0,12.5,0.0,WNW,0.6,Changping
14115,2014,10,10,2,322.0,379.0,2.0,34.0,1600.0,65.0,13.6,1013.1,12.3,0.0,NNW,0.9,Changping
14116,2014,10,10,3,322.0,379.0,2.0,41.0,1700.0,50.0,13.3,1012.7,12.2,0.0,NNW,1.1,Changping
14117,2014,10,10,4,322.0,379.0,2.0,83.0,1900.0,2.0,13.0,1012.8,11.9,0.0,NNW,0.9,Changping
14118,2014,10,10,5,322.0,360.0,2.0,79.0,1800.0,2.0,13.3,1013.5,12.4,0.0,S,0.7,Changping
14119,2014,10,10,6,322.0,345.0,2.0,65.0,1900.0,2.0,14.2,1014.2,12.9,0.0,W,0.4,Changping
14120,2014,10,10,7,318.0,318.0,2.0,46.0,1700.0,8.0,15.1,1014.7,13.5,0.0,NW,0.0,Changping
14121,2014,10,10,8,319.0,319.0,2.0,57.0,1700.0,6.0,15.9,1015.2,13.2,0.0,SW,0.7,Changping
14122,2014,10,10,9,322.0,344.0,2.0,72.0,1900.0,7.0,16.8,1015.3,13.9,0.0,WSW,1.2,Changping
14123,2014,10,10,10,322.0,379.0,3.0,100.0,2000.0,4.0,18.1,1015.1,13.4,0.0,E,0.7,Changping
14124,2014,10,10,11,322.0,377.0,6.0,92.0,1800.0,19.0,19.4,1014.2,13.8,0.0,ESE,1.5,Changping
14125,2014,10,10,12,322.0,329.0,17.0,54.0,1700.0,70.0,20.0,1013.2,13.2,0.0,E,2.3,Changping
14126,2014,10,10,13,310.0,310.0,36.0,40.0,1900.0,118.0,20.2,1012.5,13.9,0.0,E,2.6,Changping
14127,2014,10,10,14,304.0,304.0,33.0,45.0,1900.0,124.0,20.4,1012.1,14.3,0.0,ESE,1.0,Changping
14128,2014,10,10,15,312.0,312.0,25.0,60.0,1900.0,108.0,20.6,1011.4,14.5,0.0,E,0.8,Changping
14129,2014,10,10,16,321.0,321.0,24.0,68.0,2100.0,103.0,20.3,1011.0,14.4,0.0,N,0.9,Changping
14130,2014,10,10,17,322.0,325.0,18.0,64.0,2600.0,105.0,19.4,1011.3,14.6,0.0,N,1.2,Changping
14131,2014,10,10,18,313.0,313.0,13.0,70.0,3000.0,97.0,19.1,1011.4,14.4,0.0,E,1.2,Changping
14132,2014,10,10,19,320.0,320.0,11.0,71.0,2800.0,85.0,17.9,1011.6,14.4,0.0,SE,0.5,Changping
14133,2014,10,10,20,322.0,328.0,8.0,62.0,2800.0,82.0,16.7,1011.9,14.3,0.0,WSW,0.7,Changping
14134,2014,10,10,21,322.0,330.0,8.0,70.0,3000.0,67.0,16.6,1011.9,14.4,0.0,E,1.3,Changping
14135,2014,10,10,22,322.0,344.0,8.0,96.0,3000.0,35.0,17.9,1012.0,14.4,0.0,E,1.6,Changping
14136,2014,10,10,23,322.0,344.0,8.0,96.0,3000.0,36.0,17.2,1011.9,14.3,0.0,ESE,1.2,Changping
14137,2014,10,11,0,322.0,344.0,8.0,96.0,3000.0,124.0,16.4,1011.8,14.1,0.0,E,0.7,Changping
14138,2014,10,11,1,322.0,344.0,8.0,96.0,3000.0,36.0,15.3,1011.9,13.8,0.0,ESE,0.6,Changping
14139,2014,10,11,2,308.0,308.0,8.0,96.0,3000.0,36.0,15.8,1011.8,14.2,0.0,ESE,1.0,Changping
14140,2014,10,11,3,312.0,312.0,6.0,40.0,3000.0,42.0,15.1,1011.5,13.8,0.0,SSW,0.7,Changping
14141,2014,10,11,4,312.0,312.0,7.0,37.0,2800.0,39.0,14.8,1011.3,13.8,0.0,SSE,1.3,Changping
14142,2014,10,11,5,297.0,297.0,3.0,34.0,2600.0,32.0,15.0,1011.7,13.9,0.0,NW,1.1,Changping
14143,2014,10,11,6,286.0,286.0,3.0,53.0,2700.0,17.0,15.6,1011.7,14.6,0.0,SE,1.3,Changping
14144,2014,10,11,7,279.0,279.0,6.0,32.0,2400.0,48.0,15.8,1012.2,14.7,0.0,ESE,1.0,Changping
14145,2014,10,11,8,275.0,275.0,7.0,41.0,2400.0,41.0,15.9,1012.5,14.4,0.0,E,1.4,Changping
14146,2014,10,11,9,277.0,277.0,7.0,40.0,2400.0,42.0,16.0,1012.7,14.5,0.0,SE,2.0,Changping
14147,2014,10,11,10,267.0,267.0,7.0,40.0,2300.0,44.0,16.1,1012.5,14.8,0.0,ESE,1.3,Changping
14148,2014,10,11,11,287.0,287.0,4.0,42.0,2400.0,37.0,16.7,1011.8,14.7,0.0,ESE,1.3,Changping
14149,2014,10,11,12,272.0,272.0,4.0,42.0,2300.0,41.0,17.3,1011.5,14.8,0.0,SW,1.2,Changping
14150,2014,10,11,13,268.0,268.0,6.0,40.0,2200.0,54.0,17.8,1011.4,14.7,0.0,WNW,1.4,Changping
14151,2014,10,11,14,268.0,268.0,8.0,40.0,2100.0,63.0,18.3,1011.6,14.8,0.0,W,1.1,Changping
14152,2014,10,11,15,265.0,265.0,8.0,56.0,2200.0,53.0,17.7,1012.4,14.8,0.0,NNW,1.2,Changping
14153,2014,10,11,16,277.0,277.0,6.0,71.0,2200.0,30.0,18.5,1013.4,8.7,0.0,WNW,2.4,Changping
14154,2014,10,11,17,238.0,238.0,6.0,65.0,1800.0,24.0,18.0,1014.2,7.4,0.0,NW,2.3,Changping
14155,2014,10,11,18,32.0,32.0,9.0,36.0,600.0,30.0,17.2,1015.7,6.1,0.0,NNW,3.7,Changping
14156,2014,10,11,19,23.0,23.0,7.0,25.0,500.0,42.0,16.7,1016.9,5.3,0.0,NW,1.8,Changping
14157,2014,10,11,20,8.0,8.0,4.0,23.0,400.0,48.0,16.6,1018.0,4.6,0.0,WNW,2.5,Changping
14158,2014,10,11,21,7.0,7.0,3.0,16.0,300.0,60.0,16.4,1018.6,4.1,0.0,NW,3.2,Changping
14159,2014,10,11,22,9.0,9.0,4.0,17.0,300.0,59.0,15.4,1019.6,5.0,0.0,NW,2.8,Changping
14160,2014,10,11,23,4.0,6.0,2.0,12.0,300.0,69.0,14.6,1019.7,5.1,0.0,NW,2.0,Changping
14161,2014,10,12,0,3.0,6.0,4.0,24.0,300.0,52.0,14.3,1019.7,5.1,0.0,NW,1.6,Changping
14162,2014,10,12,1,3.0,6.0,7.0,34.0,400.0,36.0,14.4,1019.9,4.4,0.0,NNW,2.1,Changping
14163,2014,10,12,2,4.0,6.0,9.0,42.0,400.0,27.0,14.6,1020.0,3.4,0.0,WNW,3.2,Changping
14164,2014,10,12,3,7.0,7.0,12.0,40.0,400.0,26.0,15.8,1020.4,-0.5,0.0,NW,4.9,Changping
14165,2014,10,12,4,6.0,6.0,9.0,32.0,400.0,31.0,15.6,1020.8,-1.1,0.0,NNW,4.5,Changping
14166,2014,10,12,5,6.0,6.0,2.0,9.0,300.0,51.0,15.2,1022.0,-3.2,0.0,NW,3.6,Changping
14167,2014,10,12,6,7.0,7.0,2.0,8.0,300.0,52.0,15.0,1023.0,-3.9,0.0,NNW,2.3,Changping
14168,2014,10,12,7,7.0,7.0,2.0,10.0,200.0,52.0,14.9,1023.9,-5.0,0.0,NNW,2.4,Changping
14169,2014,10,12,8,3.0,6.0,2.0,14.0,200.0,49.0,15.5,1024.2,-5.0,0.0,NNW,2.6,Changping
14170,2014,10,12,9,3.0,6.0,2.0,17.0,300.0,44.0,16.4,1024.2,-4.8,0.0,NW,1.9,Changping
14171,2014,10,12,10,11.0,11.0,2.0,13.0,300.0,49.0,17.2,1023.5,-5.3,0.0,ENE,1.6,Changping
14172,2014,10,12,11,3.0,6.0,2.0,9.0,300.0,54.0,17.7,1022.7,-6.3,0.0,NNW,4.0,Changping
14173,2014,10,12,12,9.0,9.0,2.0,6.0,300.0,59.0,17.0,1022.1,-6.2,0.0,NW,3.7,Changping
14174,2014,10,12,13,4.0,6.0,2.0,7.0,300.0,60.0,17.8,1021.2,-6.2,0.0,NNW,3.8,Changping
14175,2014,10,12,14,3.0,6.0,2.0,9.0,300.0,58.0,16.4,1021.3,-6.0,0.0,N,3.6,Changping
14176,2014,10,12,15,3.0,6.0,2.0,13.0,300.0,55.0,16.0,1021.4,-6.4,0.0,N,4.3,Changping
14177,2014,10,12,16,7.0,7.0,2.0,11.0,300.0,55.0,15.6,1021.2,-6.1,0.0,NNW,3.0,Changping
14178,2014,10,12,17,4.0,6.0,2.0,13.0,300.0,52.0,15.3,1021.0,-6.9,0.0,NNW,3.1,Changping
14179,2014,10,12,18,6.0,6.0,2.0,18.0,300.0,47.0,15.0,1021.4,-6.6,0.0,NNW,3.2,Changping
14180,2014,10,12,19,4.0,6.0,2.0,25.0,300.0,39.0,14.6,1021.7,-6.3,0.0,NNW,3.3,Changping
14181,2014,10,12,20,9.0,9.0,2.0,22.0,200.0,42.0,14.0,1021.9,-7.4,0.0,NNW,4.1,Changping
14182,2014,10,12,21,5.0,6.0,2.0,18.0,200.0,45.0,13.0,1022.3,-7.1,0.0,N,2.9,Changping
14183,2014,10,12,22,11.0,11.0,2.0,15.0,200.0,47.0,11.9,1022.4,-7.0,0.0,N,1.9,Changping
14184,2014,10,12,23,7.0,7.0,2.0,16.0,200.0,44.0,10.7,1022.2,-6.6,0.0,N,0.9,Changping
14185,2014,10,13,0,3.0,6.0,2.0,11.0,200.0,48.0,9.7,1022.1,-6.6,0.0,N,1.2,Changping
14186,2014,10,13,1,5.0,6.0,2.0,13.0,200.0,45.0,9.1,1022.0,-6.4,0.0,N,2.5,Changping
14187,2014,10,13,2,9.0,9.0,2.0,17.0,200.0,40.0,9.0,1021.8,-7.3,0.0,N,1.4,Changping
14188,2014,10,13,3,4.0,6.0,2.0,11.0,200.0,47.0,7.0,1021.7,-5.7,0.0,NNW,1.4,Changping
14189,2014,10,13,4,4.0,6.0,2.0,15.0,200.0,38.0,7.5,1021.7,-5.9,0.0,N,1.5,Changping
14190,2014,10,13,5,7.0,7.0,2.0,17.0,200.0,37.0,7.5,1021.6,-5.9,0.0,NNW,1.7,Changping
14191,2014,10,13,6,12.0,12.0,8.0,18.0,300.0,36.0,7.6,1021.5,-6.2,0.0,NNW,1.5,Changping
14192,2014,10,13,7,11.0,11.0,16.0,26.0,400.0,29.0,10.4,1021.8,-6.0,0.0,N,1.2,Changping
14193,2014,10,13,8,14.0,14.0,16.0,24.0,400.0,31.0,12.7,1021.5,-6.3,0.0,NNW,1.6,Changping
14194,2014,10,13,9,10.0,10.0,14.0,18.0,400.0,38.0,13.6,1020.9,-9.6,0.0,NW,2.7,Changping
14195,2014,10,13,10,5.0,6.0,10.0,10.0,400.0,48.0,14.5,1019.4,-8.2,0.0,NE,2.2,Changping
14196,2014,10,13,11,12.0,12.0,7.0,10.0,400.0,53.0,15.6,1018.1,-9.4,0.0,WNW,2.5,Changping
14197,2014,10,13,12,17.0,17.0,6.0,12.0,400.0,55.0,16.5,1016.5,-9.5,0.0,NW,1.3,Changping
14198,2014,10,13,13,3.0,6.0,7.0,11.0,300.0,60.0,17.8,1015.2,-11.0,0.0,NW,3.1,Changping
14199,2014,10,13,14,14.0,14.0,8.0,12.0,300.0,62.0,18.6,1014.4,-10.4,0.0,WNW,1.7,Changping
14200,2014,10,13,15,13.0,13.0,6.0,14.0,300.0,66.0,18.9,1013.9,-8.3,0.0,SSW,2.1,Changping
14201,2014,10,13,16,10.0,10.0,4.0,20.0,300.0,63.0,17.1,1013.6,-7.4,0.0,SSW,1.9,Changping
14202,2014,10,13,17,13.0,13.0,4.0,25.0,300.0,61.0,15.0,1013.7,-6.6,0.0,SE,1.5,Changping
14203,2014,10,13,18,20.0,20.0,3.0,43.0,400.0,42.0,12.5,1014.2,-3.0,0.0,NNW,2.2,Changping
14204,2014,10,13,19,24.0,24.0,2.0,73.0,600.0,11.0,10.2,1014.4,-3.2,0.0,NNE,1.0,Changping
14205,2014,10,13,20,26.0,26.0,3.0,78.0,700.0,4.0,10.2,1014.5,-3.5,0.0,NNW,1.2,Changping
14206,2014,10,13,21,19.0,19.0,2.0,44.0,400.0,24.0,8.1,1014.8,-2.3,0.0,NNW,1.1,Changping
14207,2014,10,13,22,18.0,18.0,2.0,35.0,400.0,27.0,7.3,1014.4,-2.2,0.0,NNE,1.5,Changping
14208,2014,10,13,23,25.0,25.0,2.0,47.0,400.0,14.0,7.0,1013.9,-1.4,0.0,NW,1.5,Changping
14209,2014,10,14,0,17.0,17.0,2.0,28.0,300.0,29.0,5.9,1014.0,-0.8,0.0,S,0.7,Changping
14210,2014,10,14,1,16.0,16.0,2.0,34.0,300.0,23.0,6.5,1013.9,-1.2,0.0,NE,1.3,Changping
14211,2014,10,14,2,21.0,21.0,2.0,51.0,400.0,3.0,5.0,1013.3,-0.6,0.0,NW,1.3,Changping
14212,2014,10,14,3,25.0,25.0,2.0,50.0,500.0,3.0,4.9,1012.9,-0.7,0.0,NNW,1.7,Changping
14213,2014,10,14,4,36.0,36.0,2.0,49.0,600.0,3.0,4.3,1012.8,-0.7,0.0,NNW,1.4,Changping
14214,2014,10,14,5,19.0,19.0,2.0,31.0,400.0,19.0,4.2,1012.7,-0.2,0.0,N,0.8,Changping
14215,2014,10,14,6,21.0,21.0,2.0,39.0,700.0,4.0,3.9,1012.6,-0.1,0.0,N,1.8,Changping
14216,2014,10,14,7,35.0,35.0,2.0,42.0,800.0,2.0,8.0,1012.6,0.9,0.0,NNW,0.8,Changping
14217,2014,10,14,8,33.0,33.0,2.0,38.0,1100.0,3.0,12.0,1012.7,0.7,0.0,SE,0.8,Changping
14218,2014,10,14,9,39.0,39.0,4.0,49.0,1100.0,5.0,14.0,1012.1,0.9,0.0,SE,1.3,Changping
14219,2014,10,14,10,38.0,89.0,5.0,55.0,800.0,11.0,16.1,1011.5,1.0,0.0,ESE,1.3,Changping
14220,2014,10,14,11,44.0,97.0,10.0,62.0,800.0,11.0,17.9,1010.5,1.0,0.0,SSE,1.4,Changping
14221,2014,10,14,12,45.0,89.0,12.0,65.0,700.0,18.0,19.2,1009.1,0.7,0.0,SSE,2.8,Changping
14222,2014,10,14,13,41.0,79.0,11.0,49.0,700.0,43.0,21.0,1007.9,0.2,0.0,S,2.5,Changping
14223,2014,10,14,14,43.0,79.0,10.0,68.0,800.0,39.0,21.4,1006.9,0.5,0.0,ESE,2.0,Changping
14224,2014,10,14,15,35.0,70.0,8.0,50.0,600.0,72.0,21.4,1006.5,0.0,0.0,S,2.7,Changping
14225,2014,10,14,16,42.0,76.0,7.0,36.0,500.0,91.0,20.1,1006.3,0.5,0.0,SE,1.9,Changping
14226,2014,10,14,17,37.0,78.0,7.0,37.0,500.0,86.0,17.8,1006.4,0.4,0.0,SSE,1.1,Changping
14227,2014,10,14,18,45.0,106.0,6.0,57.0,600.0,57.0,14.9,1006.6,2.4,0.0,E,1.2,Changping
14228,2014,10,14,19,46.0,115.0,6.0,88.0,800.0,27.0,14.0,1006.7,2.2,0.0,NE,2.0,Changping
14229,2014,10,14,20,60.0,108.0,4.0,77.0,800.0,25.0,12.4,1006.6,2.5,0.0,NNW,0.7,Changping
14230,2014,10,14,21,45.0,78.0,5.0,44.0,600.0,50.0,11.7,1006.6,2.4,0.0,NW,1.5,Changping
14231,2014,10,14,22,42.0,69.0,4.0,38.0,500.0,50.0,10.4,1006.2,2.2,0.0,N,1.0,Changping
14232,2014,10,14,23,36.0,68.0,3.0,33.0,500.0,51.0,9.6,1005.7,2.4,0.0,NNW,1.9,Changping
14233,2014,10,15,0,40.0,59.0,2.0,28.0,500.0,52.0,9.1,1005.3,2.4,0.0,NNW,1.0,Changping
14234,2014,10,15,1,37.0,61.0,2.0,22.0,500.0,53.0,8.4,1004.9,2.4,0.0,NNW,1.1,Changping
14235,2014,10,15,2,38.0,60.0,2.0,27.0,500.0,45.0,7.9,1004.2,2.4,0.0,NNW,1.7,Changping
14236,2014,10,15,3,36.0,62.0,2.0,34.0,500.0,35.0,8.3,1003.9,2.1,0.0,NW,1.3,Changping
14237,2014,10,15,4,38.0,58.0,2.0,24.0,500.0,42.0,6.9,1004.2,2.8,0.0,NE,1.1,Changping
14238,2014,10,15,5,40.0,76.0,2.0,61.0,600.0,12.0,7.2,1004.3,2.9,0.0,WNW,0.7,Changping
14239,2014,10,15,6,42.0,75.0,2.0,63.0,700.0,3.0,7.6,1004.5,2.7,0.0,NW,1.3,Changping
14240,2014,10,15,7,47.0,84.0,2.0,58.0,700.0,6.0,10.9,1004.8,3.7,0.0,SE,1.0,Changping
14241,2014,10,15,8,71.0,163.0,4.0,56.0,1300.0,3.0,19.1,1005.2,-2.5,0.0,W,5.1,Changping
14242,2014,10,15,9,60.0,144.0,5.0,53.0,1200.0,12.0,19.3,1005.4,-2.4,0.0,WNW,6.5,Changping
14243,2014,10,15,10,33.0,206.0,3.0,15.0,400.0,59.0,19.4,1005.8,-2.3,0.0,W,8.2,Changping
14244,2014,10,15,11,19.0,174.0,4.0,12.0,400.0,59.0,20.5,1005.8,-2.0,0.0,WNW,5.0,Changping
14245,2014,10,15,12,16.0,128.0,6.0,13.0,400.0,59.0,21.1,1005.5,-3.5,0.0,WNW,6.7,Changping
14246,2014,10,15,13,19.0,87.0,2.0,12.0,300.0,64.0,21.6,1005.1,-5.3,0.0,WNW,5.7,Changping
14247,2014,10,15,14,11.0,113.0,2.0,10.0,300.0,69.0,21.5,1005.3,-8.1,0.0,W,6.3,Changping
14248,2014,10,15,15,3.0,52.0,2.0,9.0,300.0,71.0,20.9,1006.1,-11.9,0.0,WNW,5.6,Changping
